model,n_clusters,noise_share_%,silhouette,davies_bouldin,calinski_harabasz,fit_seconds
KMeans,9,0.0,0.10504426855825912,2.0629985710182783,9576.366153950077,0.5557244997471571
GMM,9,0.0,0.01814608029883575,3.180993147257442,5531.650927771582,4.590647200122476
