cluster,Unnamed: 0.1,Unnamed: 0,popularity,duration_ms,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,mode,n_tracks,share_%,top_genres
0,25985.26647834275,25985.26647834275,24.821092278719398,219498.84369114877,0.5733013182674199,0.676044538606403,5.116760828625235,-11.134035781544256,0.8434717514124295,0.7415696264595103,0.008686538060263654,0.6652284369114878,0.44538964218455745,101.63468549905839,0.6883239171374764,1062,0.931587119185256,"comedy (809), show-tunes (21), children (20), funk (19)"
1,89075.80379867046,89075.80379867046,51.93903133903134,257282.7665716999,0.5953765875276986,0.7018471840645774,5.324026590693258,-6.972046280468503,0.06537927192149415,0.14935188953466286,0.16405032307945552,0.16449837290281735,0.40814703703703703,122.68891965811966,0.597340930674264,15795,13.855384696356985,"trance (816), techno (813), minimal-techno (757), progressive-house (746)"
2,79399.30121596616,79399.30121596616,28.224887655300027,207073.4894263812,0.5102581086439334,0.3403644067010309,4.945347607718742,-11.36106423473434,0.05427784826856992,0.7460832875627809,0.06665362840338356,0.16457976473698122,0.39184359602167596,112.40611716891355,0.725218080888184,15132,13.2738006473741,"romance (886), tango (831), honky-tonk (759), jazz (706)"
3,23126.59533437014,23126.59533437014,11.5447900466563,258579.04572317263,0.6813504665629859,0.7280349160342146,5.845645412130637,-7.248934136858476,0.07566598755832038,0.14319895940902022,0.23808459792301712,0.16552010108864695,0.5909098522550544,120.52534906687403,0.5741057542768274,12860,11.280800708778147,"chicago-house (972), detroit-techno (899), afrobeat (742), breakbeat (715)"
4,26065.592229926428,26065.592229926428,51.721219499285446,207055.22495104006,0.6436751177684856,0.6076717779071613,5.2552268035780445,-7.526191922934421,0.08400067220663737,0.33576264018842955,0.04040765951092998,0.16152828031546074,0.516407637749431,117.75286719949187,0.6350500185253798,18893,16.57295239431925,"chill (776), acoustic (757), cantopop (736), forro (713)"
5,40732.1410555815,40732.1410555815,30.429530593180758,243204.5693601121,0.4156746146660439,0.8598416639595984,5.2653549743110695,-5.3024322746380195,0.09579765880429705,0.049083564646777204,0.20545671578584773,0.21512465553479682,0.30454746788883696,142.95973277673983,0.6152498832321345,17128,15.02469319906315,"grindcore (937), death-metal (908), black-metal (869), hardstyle (786)"
6,67892.74409974767,67892.74409974767,36.80451239424076,240666.90470535847,0.5175032358616595,0.7550932998218792,5.335460887635446,-7.131646875463856,0.0857638711592697,0.29787081628914946,0.0712977539943595,0.7653808816980853,0.5104571278016922,123.51479115333235,0.6672109247439513,6737,5.9097009622891425,"pagode (506), sertanejo (417), samba (404), mpb (279)"
7,81923.41715678482,81923.41715678482,21.358660520320033,204353.20765114186,0.674020134583797,0.7495709744078843,5.49488687543051,-6.135988237164202,0.09259305886716473,0.21725914339797592,0.02255136676892916,0.17679349388014626,0.7304379113018599,123.95380729083877,0.6454193821861919,18873,16.55540838077527,"kids (828), party (824), latin (816), salsa (803)"
8,49314.904774571085,49314.904774571085,28.922862082723768,223971.08139380236,0.34986893203883496,0.1806975902779625,4.864742651948397,-20.955509110254024,0.04978104801170368,0.8418502194148159,0.788728443630802,0.15850660992153212,0.18587540710200823,104.1632674557787,0.6578002393935364,7519,6.595671891858701,"classical (788), new-age (777), sleep (716), ambient (714)"
